,X,Y,T
116,0.5890079340223798,0.926329460635068,1.0
117,0.541544412051078,0.9366259281512491,1.0
118,0.537466900708925,0.07849174088263178,0.0
119,0.4930952661970456,0.21343049785607493,0.0
120,0.3487516230245342,0.7009357541409309,1.0
121,0.7522720351061493,0.8630794527043617,0.0
122,0.5999212262295626,0.10960113976134467,0.0
123,0.1262731323131565,0.9596565235174497,1.0
124,0.028447282204171587,0.9026842027414566,1.0
125,0.7150861688235396,0.27270541961143435,0.0
126,0.21953800433764037,0.4015636693157133,1.0
127,0.651956314355456,0.19894061275521413,0.0
128,0.9504105873041926,0.4028272440930708,0.0
129,0.9588600698081925,0.7386835206204275,0.0
130,0.49344804628225036,0.6873112856349625,1.0
131,0.2741882552256021,0.6075747589828924,1.0
132,0.5964242419196241,0.31912665372799043,0.0
133,0.19771051001103557,0.40761429299014207,1.0
134,0.9642046527288765,0.6763878405774523,0.0
135,0.4914288368460964,0.5294232417022303,1.0
136,0.3023145831364529,0.3402680854599123,1.0
137,0.18489208195978712,0.15830780172276715,1.0
138,0.17149431452229547,0.008971442755417725,1.0
139,0.7817014748109161,0.04489782877045845,0.0
140,0.7962442128473489,0.4184441754924766,0.0
141,0.6131480745040134,0.5083226379910304,0.0
142,0.9602987480498553,0.3276242676523433,0.0
143,0.2885262800685162,0.1311397779733221,1.0
144,0.9210833393235902,0.8049554426073017,0.0
145,0.11959600829984018,0.8120904484363152,1.0
146,0.17082839799892824,0.7458502082823928,1.0
147,0.25947036626218334,0.79332821516414,1.0
148,0.43464745421554785,0.2751754748072365,0.0
149,0.0476087425666214,0.12356120023224215,1.0
150,0.339122577514708,0.04351511009291065,0.0
151,0.9617455051018616,0.4851399710651838,0.0
152,0.9959914975915533,0.20292803126119308,0.0
153,0.8335613529333871,0.12231617582683996,0.0
154,0.578827018744446,0.6204911349034101,0.0
155,0.6383108801385621,0.6058955568145907,0.0
156,0.6388260569372465,0.7833850503337793,1.0
157,0.12479121554592898,0.7419066161986632,1.0
158,0.7344187638624847,0.868115471843051,0.0
159,0.2233145776290112,0.5333929800177416,1.0
160,0.9846295099196581,0.8685517428693195,0.0
161,0.02772886865296509,0.14407773826911008,1.0
162,0.1116501120046911,0.9845992971863445,1.0
163,0.17813276201386352,0.8420507033283682,1.0
164,0.45112081244548496,0.1850824683135328,0.0
165,0.959375078856509,0.3119182546846746,0.0
166,0.3603295378848923,0.46519401311542596,1.0
167,0.030871040826479734,0.14498757524624006,1.0
168,0.307148622229647,0.08505994564248898,0.0
169,0.005320416265422678,0.5884254834261559,1.0
170,0.1482517243992011,0.546507807839334,1.0
171,0.48078306804736337,0.5239974112761693,1.0
172,0.9034054708194663,0.3695260308298829,0.0
173,0.7094621993616126,0.5386609380752273,0.0
174,0.928266029335596,0.5792008561406092,0.0
175,0.1196372104555593,0.40135821073655675,1.0
176,0.4614472226640448,0.9938263220815395,1.0
177,0.20076215941555065,0.9373908017713798,1.0
178,0.25520057836036014,0.4571586636211846,1.0
179,0.5857629005040879,0.49460084558924033,0.0
180,0.1349918482082021,0.6825543268304854,1.0
181,0.48191961665617544,0.002448586444499523,0.0
182,0.9258544082726449,0.48189803568949285,0.0
183,0.4638168116855915,0.2662703783828263,0.0
184,0.8251905697832932,0.7128743768199746,0.0
185,0.26312214749192164,0.033320941660762826,1.0
186,0.29415783870575307,0.8114079281631266,1.0
187,0.6238070777155791,0.2801292447058841,0.0
188,0.4348734641760186,0.9631667593564746,1.0
189,0.7404756308339475,0.7696013771135269,0.0
190,0.4358376208047776,0.8474424397445519,1.0
191,0.18725345616390832,0.3909380545331793,1.0
192,0.20686400934699556,0.6230648858650173,1.0
193,0.08001561610163888,0.026032059406709496,1.0
194,0.39921255226211094,0.34731676479685103,1.0
195,0.3902941339964926,0.37681758489525596,1.0
196,0.7486910272303334,0.38198821797087945,0.0
197,0.3878328850752292,0.04578547104106934,0.0
198,0.2092145161909137,0.8338741080003623,1.0
199,0.5788038477836561,0.20312407901965168,0.0
